PolicyID,PolicyName,PolicyIntro,pol_intro,Special_Key
pol_1790,전남 청년 근속장려금 지원,중소기업에 정규직으로 취업한 청년들이 장기근속 할 수 있도록 보조금을 지원하여 정규직 일자리 취업촉진 및 대기업-중소기업 간 임금격차 완화,중소기업에 정규직으로 취업한 청년들이 장기근속 할 수 있도록 보조금을 지원하여 정규직 일자리 취업촉진 및 대기업-중소기업 간 임금격차 완화,
pol_1717,청년과 중소기업이 상생하는 고용서비스 지원사업,중소기업의 청년 직접 고용에 대한 일부 지원을 통해 청년 취업률을 제고하고 중소기업의 인력난 해소,중소기업의 청년 직접 고용에 대한 일부 지원을 통해 청년 취업률을 제고하고 중소기업의 인력난 해소,
pol_1669,청년고용 우수기업 근로환경개선 지원,청년고용 우수기업에 인센티브 제공(근로환경개선비 지원),청년고용 우수기업에 인센티브 제공(근로환경개선비 지원),
pol_1667,(1석5조) 재직청년을 위한 드림포인트 사업,"중소제조기업 청년재직자에게 복지포인트 지급 (생애 1회, 120만원 복지포인트지급) ","중소제조기업 청년재직자에게 복지포인트 지급 (생애 1회, 120만원 복지포인트지급)",
pol_1651,지역공동체일자리 사업,취업취약계층에 직접일자리 제공으로 고용 및 생계안정 도모 저소득층,취업취약계층에 직접일자리 제공으로 고용 및 생계안정 도모,저소득층
pol_1602,산학일체형 도제학교 지원사업,"중소, 중견기업 연계 일학습병행식 직업교육 프로그램 공학, 공학계열","중소, 중견기업 연계 일학습병행식 직업교육 프로그램","공학, 공학계열"
pol_16,남구 드림피아 청년고용 창출사업,(청년의 지역정착 유도)지역의 일자리를 제공하여 청년의 지역정착을 유도,(청년의 지역정착 유도)지역의 일자리를 제공하여 청년의 지역정착을 유도,
pol_1598,주력산업에 주력하는 일자리 지원 사업(주력),"지역 주력산업인 조선업과 신소재 산업 등 중소기업에서 청년을 정규직으로 채용시 인건비 지원, 기업 활력 제고 및 지역 경제 활성화 ","지역 주력산업인 조선업과 신소재 산업 등 중소기업에서 청년을 정규직으로 채용시 인건비 지원, 기업 활력 제고 및 지역 경제 활성화",
pol_1595,2020 U-Dream 사업,"미취업 청년에게 일경험, 교육, 멘토링 등 원스톱 패키지 취업지원을 통해 일자리 미스매치해소 및 지역 중소기업에 대한 인식개선 ","미취업 청년에게 일경험, 교육, 멘토링 등 원스톱 패키지 취업지원을 통해 일자리 미스매치해소 및 지역 중소기업에 대한 인식개선",
pol_1594,일자리창출기업 청년일자리 지원사업,현장 중심 지역 중소기업 미취업 청년의 정규직 고용 지원으로 청년 실업 해소,현장 중심 지역 중소기업 미취업 청년의 정규직 고용 지원으로 청년 실업 해소,
pol_1593,울산청년 희망공제 사업,중소기업 장기재직 및 결혼유도를 위한 결혼공제사업,중소기업 장기재직 및 결혼유도를 위한 결혼공제사업,
pol_1592,고용위기지역 청년 행복지원사업,중소기업 청년근로자의 복지향상을 통한 근로의욕 고취 및 장기 근속 유도를 위해 복지포인트 지급,중소기업 청년근로자의 복지향상을 통한 근로의욕 고취 및 장기 근속 유도를 위해 복지포인트 지급,
pol_1537,지역주도형 청년일자리 사업(세대결합형 일자리 사업),고령 사회의 세대 간 일자리 고충을 개선하기 위해 청년과 어르신의 시너지 효과를 낼 수 있는 세대 결합형 일자리 발굴/지원 사업을 추진,고령 사회의 세대 간 일자리 고충을 개선하기 위해 청년과 어르신의 시너지 효과를 낼 수 있는 세대 결합형 일자리 발굴/지원 사업을 추진,
pol_1534,지역주도형 청년일자리 사업(청년 신규일자리 창출),"마을기반 사회적기업, 협동조합, 비영리단체 등에 일자리 제공 ","마을기반 사회적기업, 협동조합, 비영리단체 등에 일자리 제공",
pol_1481,특성화고 학생을 위한 취업지원,취업지원 프로그램에 상대적으로 노출될 기회가 적은 특성화고 학생을 대상으로 취업역량강화를 위한 교육 실시 등으로 취업률을 고취하고 중소기업과 청년간의 일자리 미스매칭 문제해소에 기여하고자 함,취업지원 프로그램에 상대적으로 노출될 기회가 적은 특성화고 학생을 대상으로 취업역량강화를 위한 교육 실시 등으로 취업률을 고취하고 중소기업과 청년간의 일자리 미스매칭 문제해소에 기여하고자 함,
pol_1295,지역주도형 청년일자리사업,관내의 미취업청년과 사회적경제기업을 연계하여 청년에게는 일자리와 취업교육을 제공하고 기업에게는 맞춤형 인력과 임금을 지원하는 사업,관내의 미취업청년과 사회적경제기업을 연계하여 청년에게는 일자리와 취업교육을 제공하고 기업에게는 맞춤형 인력과 임금을 지원하는 사업,
pol_1236,"청년행복잡기 희망드림단
(지역주도형 청년일자리사업)","미취업 청년들에게 관내 적합한 일자리를 발굴, 제공하여 지속가능한 경제활동 지원 ","미취업 청년들에게 관내 적합한 일자리를 발굴, 제공하여 지속가능한 경제활동 지원",
pol_1215,2020년 지역공동체일자리 사업,청년 실업 근로자들에게 일자리제공 저소득층,청년 실업 근로자들에게 일자리제공,저소득층
pol_1198,부산청년 일하는 기쁨카드 지원,부산 소재 중소기업 재직 청년의 복지비 지원을 통한 장기재직유도,부산 소재 중소기업 재직 청년의 복지비 지원을 통한 장기재직유도,
pol_1131,부산청춘드림카 지원사업,"교통취약 지역 내 청년 취업을 촉진하고, 장기근속을 유도하기 위해 강서구 및 기장군 내 중소·중견 기업에 신규 취업한 청년 근로자에게 전기차 임차비 일부를 지원 ","교통취약 지역 내 청년 취업을 촉진하고, 장기근속을 유도하기 위해 강서구 및 기장군 내 중소·중견 기업에 신규 취업한 청년 근로자에게 전기차 임차비 일부를 지원",
pol_1112,지역주도형 청년일자리 사업(드래곤밸리 청년일자리프로젝트),청년에게 적합한 지역일자리를 발굴제공하여 청년실업위기를 극복하고 청년유출 방지로 지역경제 활성화,청년에게 적합한 지역일자리를 발굴제공하여 청년실업위기를 극복하고 청년유출 방지로 지역경제 활성화,
pol_1075,지역특화산업 청년인재채용 지원사업,"지식재산분야, 지역주력산업분야 지역 중소기업의 신규채용 인력에 대한 인건비 및 직무교육비 지원을 통해 양질의 일자리 제공 및 지역 중소기업의 성장 촉진 ","지식재산분야, 지역주력산업분야 지역 중소기업의 신규채용 인력에 대한 인건비 및 직무교육비 지원을 통해 양질의 일자리 제공 및 지역 중소기업의 성장 촉진",
pol_1031,"2020년 지역주도형 청년일자리사업 [당당한 일자리, 내 일을 잡아라!]",청년에게 적합한 지역 일자리 지원으로 지속가능한 경제활동 지원 및 지역 활력 제고,청년에게 적합한 지역 일자리 지원으로 지속가능한 경제활동 지원 및 지역 활력 제고,
pol_2977,(비대면 디지털) 해외수출 콘텐츠 현지화 지원,"(비대면 디지털 정부일자리) 코로나19로 인한 고용위기에 대응하여 하반기 한시적으로 추진하는 일자리 사업
디지털 경제 기반 조성을 위한 데이터·콘텐츠 구축 분야(45개 사업, 7.9만명)와, 코로나19 조기 극복을 위한 비대면 행정서비스 분야(15개 사업, 3.6만명)로 구성
(비대면 디지털) 해외수출 콘텐츠 현지화 지원 - 해외 수출활동(출장ㆍ행사참가)이 어려운 시기임을 감안하여 현지화 작업 집중 지원을 통해 추후 콘텐츠 해외수출 활동의 기반 마련 및 단기적 일자리 위기 극복 ","(비대면 디지털 정부일자리) 코로나19로 인한 고용위기에 대응하여 하반기 한시적으로 추진하는 일자리 사업
디지털 경제 기반 조성을 위한 데이터·콘텐츠 구축 분야(45개 사업, 7.9만명)와, 코로나19 조기 극복을 위한 비대면 행정서비스 분야(15개 사업, 3.6만명)로 구성
(비대면 디지털) 해외수출 콘텐츠 현지화 지원 - 해외 수출활동(출장ㆍ행사참가)이 어려운 시기임을 감안하여 현지화 작업 집중 지원을 통해 추후 콘텐츠 해외수출 활동의 기반 마련 및 단기적 일자리 위기 극복",
pol_2906,청년재직자 내일채움공제,"정부, 중소(중견)기업 사업주, 청년근로자(만15세 이상 34세 이하, 6개월 이상 재직 중인 정규직 근로자)이 공동으로 적립한 공제금을 가입기간(5년)에 따라 장기재직한 청년근로자에게 성과보상금 형태로 지급하는 공제 재직자","정부, 중소(중견)기업 사업주, 청년근로자(만15세 이상 34세 이하, 6개월 이상 재직 중인 정규직 근로자)이 공동으로 적립한 공제금을 가입기간(5년)에 따라 장기재직한 청년근로자에게 성과보상금 형태로 지급하는 공제",재직자
pol_2905,청년 채용 중소기업에 대한 근무환경 개선 지원,청년층은 근무환경을 중요하게 고려하므로 우수인력의 중소기업 유입을 위해 편의시설 확충 등 쾌적한 근무환경 조성 필요,청년층은 근무환경을 중요하게 고려하므로 우수인력의 중소기업 유입을 위해 편의시설 확충 등 쾌적한 근무환경 조성 필요,
pol_2901,좋은 일자리 중소기업 플랫폼 구축,주변에 괜찮은 중소기업이 많다는 것을 홍보하기 위해서 정부·지자체에서 인증한 좋은 중소기업 정보를 통합 플랫폼을 통해 유형별로 제공,주변에 괜찮은 중소기업이 많다는 것을 홍보하기 위해서 정부·지자체에서 인증한 좋은 중소기업 정보를 통합 플랫폼을 통해 유형별로 제공,
pol_2898,일자리창출촉진자금,"일자리창출, 고용유지, 중소기업인재육성 기업에게 대출 금리 우대 지원 ","일자리창출, 고용유지, 중소기업인재육성 기업에게 대출 금리 우대 지원",
pol_2896,스마트공장 구축기업 청년체험단 운영,중소기업 인식개선 및 청년취업 유인을 위해 청년구직자를 대상으로 스마트공장 구축기업에서의 일자리 체험 기회 제공,중소기업 인식개선 및 청년취업 유인을 위해 청년구직자를 대상으로 스마트공장 구축기업에서의 일자리 체험 기회 제공,
pol_2857,산업단지 중소기업 청년 교통비 지원(청년동행카드),산업단지 내 중소기업 근무 청년근로자 매달 5만원씩 교통비 지원,산업단지 내 중소기업 근무 청년근로자 매달 5만원씩 교통비 지원,
pol_2816,청년고용증대세제,"청년을 신규로 채용한 기업에게  고용증가인원에 비례하여 1인당 최대 年 1,600만원의 세금 감면 ","청년을 신규로 채용한 기업에게  고용증가인원에 비례하여 1인당 최대 年 1,600만원의 세금 감면",
pol_2815,중소기업 취업하는 청년에 대한 소득세 감면,"청년 등이 일정요건을 충족하는 중소기업에 취업하는 경우, 취업일로부터 3년(5년)이 되는 날 속하는 달의 말일까지 발생한 소득에 대한 소득세의 일정율을 감면 ","청년 등이 일정요건을 충족하는 중소기업에 취업하는 경우, 취업일로부터 3년(5년)이 되는 날 속하는 달의 말일까지 발생한 소득에 대한 소득세의 일정율을 감면",
pol_2754,고교 취업연계 장려금 지원(중소기업 취업연계 장려금),직업교육을 받고 중소기업에 취업하는 고3(졸업예정자)에게 1인당 400만원의 취업연계 장려금을 지급함으로써 고졸 취업과 사회 정착을 응원,직업교육을 받고 중소기업에 취업하는 고3(졸업예정자)에게 1인당 400만원의 취업연계 장려금을 지급함으로써 고졸 취업과 사회 정착을 응원,
pol_2724,청년친화강소기업,청년들이 궁금해 하는 양질의 중소기업 일자리 정보 발굴·제공,청년들이 궁금해 하는 양질의 중소기업 일자리 정보 발굴·제공,
pol_2722,청년내일채움공제,중소·중견기업 청년 근로자의 장기근속과 자산형성 지원 재직자,중소·중견기업 청년 근로자의 장기근속과 자산형성 지원,재직자
pol_2717,청년 추가고용 장려금 지원사업,청년을 정규직으로 추가 고용한 중소·중견기업 인건비 지급,청년을 정규직으로 추가 고용한 중소·중견기업 인건비 지급,
pol_2714,중소기업탐방 프로그램,우수 중소·강소기업에서 체험(5일 내외)하고 내 진로에 필요한 정보와 경험 습득 지원,우수 중소·강소기업에서 체험(5일 내외)하고 내 진로에 필요한 정보와 경험 습득 지원,
pol_2701,국가인적자원개발 컨소시엄,우수한 인프라를 가진 대기업의 공동훈련센터 200여개곳에서 중소기업 전문인력 양성,우수한 인프라를 가진 대기업의 공동훈련센터 200여개곳에서 중소기업 전문인력 양성,
pol_2279,지역주도형 청년일자리(수출기업 인력뱅크) 지원,국정운영 주요과제 중 하나인 일자리 창출 사업과 관련하여 수출기업을 중심으로 통상전문인력 취업지원을 통해 수출기업 경쟁력과 청년일자리 창출에 기여,국정운영 주요과제 중 하나인 일자리 창출 사업과 관련하여 수출기업을 중심으로 통상전문인력 취업지원을 통해 수출기업 경쟁력과 청년일자리 창출에 기여,
pol_2487,(지역주도형청년일자리사업) 지역경제활성화선도기업 청년채용 지원사업,"갈수록 악화되는 청년들에게 취업에 필요한 교육비, 최소한의 활동비를 지원, 청년들이 희망하고 하고 싶은 직업 선택의 기회 제공 ","갈수록 악화되는 청년들에게 취업에 필요한 교육비, 최소한의 활동비를 지원, 청년들이 희망하고 하고 싶은 직업 선택의 기회 제공",
pol_2486,(지역주도형청년일자리사업) 일본수출규제대응 경쟁력 강화기업 청년채용지원사업,"갈수록 악화되는 청년들에게 취업에 필요한 교육비, 최소한의 활동비를 지원, 청년들이 희망하고 하고 싶은 직업 선택의 기회 제공 ","갈수록 악화되는 청년들에게 취업에 필요한 교육비, 최소한의 활동비를 지원, 청년들이 희망하고 하고 싶은 직업 선택의 기회 제공",
pol_2485,(지역주도형청년일자리사업) 우수콘텐츠 기업 창의인재 청년일자리 플러스사업,"갈수록 악화되는 청년들에게 취업에 필요한 교육비, 최소한의 활동비를 지원, 청년들이 희망하고 하고 싶은 직업 선택의 기회 제공 기타(관내 콘텐츠기업)","갈수록 악화되는 청년들에게 취업에 필요한 교육비, 최소한의 활동비를 지원, 청년들이 희망하고 하고 싶은 직업 선택의 기회 제공",기타(관내 콘텐츠기업)
pol_2481,공익서비스제공기업 청년고용지원 사업,"공익서비스제공기업 등에서 청년 고용 시 인건비 90퍼센트(기업부담 10퍼센트) 및 활동직무교육, 민간취업 연계 지원 기타(장애인·노인·아동·청소년시설(비영리법인) 등)","공익서비스제공기업 등에서 청년 고용 시 인건비 90퍼센트(기업부담 10퍼센트) 및 활동직무교육, 민간취업 연계 지원",기타(장애인·노인·아동·청소년시설(비영리법인) 등)
pol_2466,지역우수인재 고용촉진사업,청년실업 해소방안으로 지역우수인재와 지역우수기업의 인력매칭을 통하여 청년층의 노동공급 유인 및 청년층 고용률 제고,청년실업 해소방안으로 지역우수인재와 지역우수기업의 인력매칭을 통하여 청년층의 노동공급 유인 및 청년층 고용률 제고,
pol_2387,청년근로자 정착을 위한 연봉지원,청년근로자가 지역에 정착을 위한 연봉지원,청년근로자가 지역에 정착을 위한 연봉지원,
pol_2385,지역주도형 청년일자리사업(1유형),"청년에게 적합한 지역 일자리를 발굴,제공하여 지역의 일원이되어 정착할 수 있도록 참여사업장에 인건비 지원 ","청년에게 적합한 지역 일자리를 발굴,제공하여 지역의 일원이되어 정착할 수 있도록 참여사업장에 인건비 지원",
pol_2371,지역주도형 청년일자리사업,"청년에게 적합한 지역 일자리를 발굴, 제공하여 인구감소 등 청년 유출방지 및 고용을 통한 청년주도형 일자리 창출 중소(중견)기업,기타(어린이집, 인삼약초제조업, 금산축제관광재단)","청년에게 적합한 지역 일자리를 발굴, 제공하여 인구감소 등 청년 유출방지 및 고용을 통한 청년주도형 일자리 창출","중소(중견)기업,기타(어린이집, 인삼약초제조업, 금산축제관광재단)"
pol_784,사회적경제 청년부흥 프로젝트,"지역 청년에게 적합한 일자리를 발굴·제공하여 지속가능한 경제활동을 지원하고, 지방 소멸 단계에 직면한 지역에 청년 유입 및 정착을 지원 ","지역 청년에게 적합한 일자리를 발굴·제공하여 지속가능한 경제활동을 지원하고, 지방 소멸 단계에 직면한 지역에 청년 유입 및 정착을 지원",
pol_774,청년일자리 우수기업 지원사업,중소기업 중 청년일자리 창출에 성과가 있는 청년고용 우수기업에 대해 고용환경개선자금을 지원,중소기업 중 청년일자리 창출에 성과가 있는 청년고용 우수기업에 대해 고용환경개선자금을 지원,
pol_769,경남청년 장인 프로젝트,"(지역주도형 청년일자리사업) 지역 청년에게 적합한 일자리를 발굴·제공하여 지속가능한 경제활동을 지원하고, 지방소멸 단계에 직면한 지역에 청년 유입 및 정착 지원 ","(지역주도형 청년일자리사업) 지역 청년에게 적합한 일자리를 발굴·제공하여 지속가능한 경제활동을 지원하고, 지방소멸 단계에 직면한 지역에 청년 유입 및 정착 지원",
pol_768,경남사회적경제 청년부흥 프로젝트사업,"(지역주도형 청년일자리사업) 지역 청년에게 적합한 일자리를 발굴·제공하여 지속가능한 경제활동을 지원하고, 지방소멸 단계에 직면한 지역에 청년 유입 및 정착 지원 ","(지역주도형 청년일자리사업) 지역 청년에게 적합한 일자리를 발굴·제공하여 지속가능한 경제활동을 지원하고, 지방소멸 단계에 직면한 지역에 청년 유입 및 정착 지원",
pol_731,창원기업형 청년지원금 지원,고용노동부에서 추진하는 청년내일채움공제연계하여 청년채용 장려 장기근속 유도,고용노동부에서 추진하는 청년내일채움공제연계하여 청년채용 장려 장기근속 유도,
pol_729,청년 채용장려금 지원사업,관내 청년 취업난 해소와 중소기업체의 인력난 해소를 위해 청년채용업체에 채용장려금 지원,관내 청년 취업난 해소와 중소기업체의 인력난 해소를 위해 청년채용업체에 채용장려금 지원,
pol_718,"스타트업 청년채용
연계사업","(지역주도형 청년일자리사업) 지역의 중소기업체에 취업하는 청년에게 적정임금과 근로환경을 보장하여 청년에게는 양질의 일자리를, 기업과 지역경제에는 활력을 제공 ","(지역주도형 청년일자리사업) 지역의 중소기업체에 취업하는 청년에게 적정임금과 근로환경을 보장하여 청년에게는 양질의 일자리를, 기업과 지역경제에는 활력을 제공",
pol_697,경남 중소기업 청년활력사업,진주 관내 정규직 청년을 채용한 중소기업 인건비 지원,진주 관내 정규직 청년을 채용한 중소기업 인건비 지원,
pol_695,경남청년장인프로젝트 사업,10인미만의 제조업 기업에 청년채용 인건비 지원,10인미만의 제조업 기업에 청년채용 인건비 지원,
pol_677,경남 중소기업 청년 활력화 사업,중소기업-청년간 일자리 미스매치를 해소하고 청년의 지역정착 유도 및 지역활력제고,중소기업-청년간 일자리 미스매치를 해소하고 청년의 지역정착 유도 및 지역활력제고,
pol_664,청년고용지원사업,"양산시 거주청년을 정규직으로 채용한 기업에 300만원의 채용 장려금을 지원, 기업의 인력난을 해소하고 청년 채용기회를 제공 ","양산시 거주청년을 정규직으로 채용한 기업에 300만원의 채용 장려금을 지원, 기업의 인력난을 해소하고 청년 채용기회를 제공",
pol_617,경남 중소기업 청년활력사업,"중소기업-청년간 일자리 미스매치를 해소하고, 청년의 경남유출을 방지하여 지역 활력을 제고하기 위한 사업 ","중소기업-청년간 일자리 미스매치를 해소하고, 청년의 경남유출을 방지하여 지역 활력을 제고하기 위한 사업",
pol_616,"경남청년 장인(匠人, Master) 프로젝트",10인 미만 소공인 사업장에 채용되는 청년근로자 인건비 및 지역정착 지원(2년간),10인 미만 소공인 사업장에 채용되는 청년근로자 인건비 및 지역정착 지원(2년간),
pol_611,중소기업 근무환경개선사업,고용부 청년추가고용장려금 지급 도내 중소기업에 근무환경개선금 지원,고용부 청년추가고용장려금 지급 도내 중소기업에 근무환경개선금 지원,
pol_610,경남형 트랙사업,"도, 기업, 학교간 협약을 통해 기업맞춤형 인력양성과 취업연계 ","도, 기업, 학교간 협약을 통해 기업맞춤형 인력양성과 취업연계",
pol_609,고졸예정자 취업특화과정,"고졸예정자 대상 기업요구 교육(설계 및 전산회계)후, 취업알선 ","고졸예정자 대상 기업요구 교육(설계 및 전산회계)후, 취업알선",
pol_594,2020년 지역공동체 일자리 사업,저소득층 및 취약계층에게 지역특화자원을 활용한 공공일자리를 제공하여 지역공동체 활성화 기반마련,저소득층 및 취약계층에게 지역특화자원을 활용한 공공일자리를 제공하여 지역공동체 활성화 기반마련,
pol_589,경남 중소기업 청년 활력화 사업,중소기업-청년간 일자리 미스매치를 해소하고 청년의 지역정착 유도 및 지역활력제고,중소기업-청년간 일자리 미스매치를 해소하고 청년의 지역정착 유도 및 지역활력제고,
pol_587,경남 장인 프로젝트,관내 상시근로자 10인 미만 소규모 제조업체 일자리 창출,관내 상시근로자 10인 미만 소규모 제조업체 일자리 창출,
pol_572,사회적경제 청년부흥 프로젝트,"지역 청년에게 적합한 일자리를 발굴·제공하여 지속가능한 경제활동을 지원하고, 지방 소멸 단계에 직면한 지역에 청년 유입 및 정착을 지원 ","지역 청년에게 적합한 일자리를 발굴·제공하여 지속가능한 경제활동을 지원하고, 지방 소멸 단계에 직면한 지역에 청년 유입 및 정착을 지원",
pol_552,지역혁신형 지역사회 링크사업,"도시, 교통, 소비자보호, 환경 등 다양한 분야에 청년을 고용하여 일자리 창출 ","도시, 교통, 소비자보호, 환경 등 다양한 분야에 청년을 고용하여 일자리 창출",
pol_526,애향장려금,관내 중소제조업체의 취업을 장려하고 고향을 사랑하는 마음을 고취하기 위한 애향장려금 지급,관내 중소제조업체의 취업을 장려하고 고향을 사랑하는 마음을 고취하기 위한 애향장려금 지급,
pol_504,청년고용지원사업,화성시 거주 청년을 신규 채용한 화성시 소재 기업을 대상으로 기업에게 청년 1인당 최대 300만원 지원,화성시 거주 청년을 신규 채용한 화성시 소재 기업을 대상으로 기업에게 청년 1인당 최대 300만원 지원,
pol_494,지역공동체일자리사업,근로의사가 있는 국민에게 일자리를 제공하기 위해 정부에서 지원하고 하남시에서 추진하는 직접일자리사업으로 청년층 우대 사업,근로의사가 있는 국민에게 일자리를 제공하기 위해 정부에서 지원하고 하남시에서 추진하는 직접일자리사업으로 청년층 우대 사업,
pol_432,합격라떼(공채준비 취업지원),"대기업/공기업/중견,중소기업 공채 준비생을 위한 맞춤형 취업프로그램 운영 ","대기업/공기업/중견,중소기업 공채 준비생을 위한 맞춤형 취업프로그램 운영",
pol_417,여주 청년 일자리 창출 지원사업(지역주도형 청년일자리 사업),"양질의 청년 일자리 창출, 지역 중소기업 인력난 해소, 지역 활력 제고 ","양질의 청년 일자리 창출, 지역 중소기업 인력난 해소, 지역 활력 제고",
pol_404,지역주도형 청년일자리 사업(도전! 양주 청년미래로 일자리사업),미취업 청년에게 전공과 적성을 고려한 일자리를 제공하여 기업의 인력난을 해소하고 안정적인 청년 고용 확대,미취업 청년에게 전공과 적성을 고려한 일자리를 제공하여 기업의 인력난을 해소하고 안정적인 청년 고용 확대,
pol_375,안성맞춤 청사초롱 프로젝트(지역주도형 청년일자리 사업 1유형),청년실업난을 겪고있는 관내청년에게 정규직 일자리를 제공하고 관련기업에게는 청년인력제공으로 서로상생프로젝트사업,청년실업난을 겪고있는 관내청년에게 정규직 일자리를 제공하고 관련기업에게는 청년인력제공으로 서로상생프로젝트사업,
pol_354,시흥 스마트 청년 Job-go,"청년의 민간취업 지원을 통한 청년층 관내유입 및 유출방지, 경제적 자립 유도
- 참여청년 집체교육 및 멘토링 운영 등으로 청년 고용유지 강화 ","청년의 민간취업 지원을 통한 청년층 관내유입 및 유출방지, 경제적 자립 유도
- 참여청년 집체교육 및 멘토링 운영 등으로 청년 고용유지 강화",
pol_346,기업애로개술 및 청년취업해결 프로젝트 랩,관내 중소기업이 교수 및 학생의 도움을 받아 기술 개발 및 제품의 문제점을 해결할 수 있도록 지원하여 참여 기업의 기술 경쟁력 강화 및 학생의 실무능력 향상 도모,관내 중소기업이 교수 및 학생의 도움을 받아 기술 개발 및 제품의 문제점을 해결할 수 있도록 지원하여 참여 기업의 기술 경쟁력 강화 및 학생의 실무능력 향상 도모,
pol_317,수원형 청년내일채움공제,관내 중소기업의 청년 정규직 채용 및 청년내일채움공제 참여를 유도하여 중소기업 근무 청년의 장기근속 및 임금격차 해소에 기여하고자 함,관내 중소기업의 청년 정규직 채용 및 청년내일채움공제 참여를 유도하여 중소기업 근무 청년의 장기근속 및 임금격차 해소에 기여하고자 함,
pol_297,청년고용우수기업 인증제,청년 고용우수기업을 선정하고 각종 인센티브를 제공하여 지역사회 전반에 청년층 고용창출 분위기 확산,청년 고용우수기업을 선정하고 각종 인센티브를 제공하여 지역사회 전반에 청년층 고용창출 분위기 확산,
pol_289,청년 두런두런 취업,"지역주도형 청년 일자리 사업의 일환
- 성남시 청년이 직무역량 강화를 위해 배우고(Do learn), 지역의 발전을 위해 도약(Do run)할 수 있도록 취업 연계사업을 진행함으로써 청년의 지역정착 활성화와 고용창출에 기여하고자 하는 사업 ","지역주도형 청년 일자리 사업의 일환
- 성남시 청년이 직무역량 강화를 위해 배우고(Do learn), 지역의 발전을 위해 도약(Do run)할 수 있도록 취업 연계사업을 진행함으로써 청년의 지역정착 활성화와 고용창출에 기여하고자 하는 사업",
pol_276,청년기업 일터혁신 프로젝트,"다양한 분야의 청년창업자와 청년기업의 성공사례 발굴 및 네트워크 구축
- ‘찾아가는 현장 해결단’ 운영으로 기업 애로사항 전문가 연계 해결 청년 예비 창업자","다양한 분야의 청년창업자와 청년기업의 성공사례 발굴 및 네트워크 구축
- ‘찾아가는 현장 해결단’ 운영으로 기업 애로사항 전문가 연계 해결",청년 예비 창업자
pol_265,청년노동자 지원사업(청년 복지포인트),"중소기업 재직 청년에게 복지포인트를 지급함으로써 복리 후생, 장기재직 유도 및 구직자 유입 유도 ","중소기업 재직 청년에게 복지포인트를 지급함으로써 복리 후생, 장기재직 유도 및 구직자 유입 유도",
pol_231,청년행복일터사업,미취업 청년에게 지역 우수기업의 일자리를 1:1 매칭 지원하여 청년 취업률 제고 및 실업률 해소에 기여,미취업 청년에게 지역 우수기업의 일자리를 1:1 매칭 지원하여 청년 취업률 제고 및 실업률 해소에 기여,
pol_206,지역주도형 청년일자리 사업(전문직 청년 일자리 사업),"관내 청년-기업 간의 취업 연계 및 인건비 지원, 직무역량강화교육 운영 등 ","관내 청년-기업 간의 취업 연계 및 인건비 지원, 직무역량강화교육 운영 등",
pol_197,고양청년 좋은 일자리 플러스 사업(지역주도형청년일자리사업 1유형),선발 기업 채용기준에 따름,선발 기업 채용기준에 따름,
pol_1724,지역공동체일자리사업,"취업을 희망하는 지역주민에게 직접일자리를 제공하여 저소득층 생계안정, 지역특화자원 등을 활용한 지속적 ? 안정적 일자리제공 및 지역경제 활성화 ","취업을 희망하는 지역주민에게 직접일자리를 제공하여 저소득층 생계안정, 지역특화자원 등을 활용한 지속적 ? 안정적 일자리제공 및 지역경제 활성화",
pol_1706,중소기업 청년일자리 지원사업,관내 미취업 청년 구직자의 취업촉진 및 경력형성 기회를 제공하고 중소기업에게는 예산지원을 통한 우수인력지원으로 청년의 지역정착 및 지역경제 활성화 도모,관내 미취업 청년 구직자의 취업촉진 및 경력형성 기회를 제공하고 중소기업에게는 예산지원을 통한 우수인력지원으로 청년의 지역정착 및 지역경제 활성화 도모,
pol_979,청년창업·청년취업 winwin 프로젝트,"1~7년 이내의 청년창업기업에 미취업 청년(만19세~39세이하)이 채용되면 인건비, 컨설팅 등을 지원함으로써 스타트업 기업의 인력난 해소 및 청년의 지역정착도모 ","1~7년 이내의 청년창업기업에 미취업 청년(만19세~39세이하)이 채용되면 인건비, 컨설팅 등을 지원함으로써 스타트업 기업의 인력난 해소 및 청년의 지역정착도모",
pol_968,지역주도형 마을기업 청년취업 지원,"젊고 유능한 청년자원 흡수를 통한 마을기업의 자생력 확보 및 활력 넘치는 사회, 경제 생태계 조성 기여 ","젊고 유능한 청년자원 흡수를 통한 마을기업의 자생력 확보 및 활력 넘치는 사회, 경제 생태계 조성 기여",
pol_1018,2020년 지역주도형 청년 일자리 사업(1유형) - 청년일굼 기업상생 #일자리 프로젝트,기업-청년 일자리 매칭 및 청년 취업 기업 인건비 지원,기업-청년 일자리 매칭 및 청년 취업 기업 인건비 지원,
pol_932,포항형 내일채움공제 지원사업,지역 중소기업 청년 인력의 자산형성을 지원하여 장기근속 유도를 통한 중소기업 경쟁력 제고,지역 중소기업 청년 인력의 자산형성을 지원하여 장기근속 유도를 통한 중소기업 경쟁력 제고,
pol_931,청년퍼스트하우스 지원사업,중소기업 근로자의 주거안정 해소를 위해 기숙사 임대비를 기업에 지원,중소기업 근로자의 주거안정 해소를 위해 기숙사 임대비를 기업에 지원,
